CustomerID,OrderID,OrderDate,Quantity,OrderPrice,Country,ProductCategory,ProductName,Discount,PaymentMethod,1omerRating
,51471,6/15/2022,2,99.99,Nigeria,Sports,Gym Gloves,,Debit Card,2
,39464,,1,99.99,Nigeria,Toys,Board Game,,Credit Card,
,34594,,1,20.5,Germany,Toys,Doll,,Debit Card,5
,89094,12/1/2024,3,20.5,Turkey,Toys,Board Game,5,Credit Card,1
2719,89682,2/12/2023,,99.99,Bangladesh,Clothing,Cap,,Credit Card,
2975,89549,,,10,Sri Lanka,Beauty,Hair Oil,15,,4
,74984,16/03/2023,,99.99,Germany,Home & Kitchen,Mixer,10,Paypal,
,62387,,3,99.99,Mexico,Clothing,T-Shirt,0,,1
2674,37980,20/11/2022,,N/A,South Africa,Sports,Cricket Bat,15,,3
1523,86540,13/02/2024,,50,South Africa,Beauty,Lipstick,,Paypal,3
2630,34764,,3,N/A,France,Home & Kitchen,Vacuum Cleaner,0,Debit Card,5
1800,33633,,,99.99,Pakistan,Sports,Tennis Racket,0,Debit Card,4
1908,31618,27/09/2022,1,10,Bangladesh,Beauty,Moisturizer,,,3
,78768,,1,N/A,,Toys,Board Game,,Cash,2
1948,52363,,5,99.99,Pakistan,Electronics,Power Bank,5,Credit Card,3
2660,83930,2/9/2023,3,,South Africa,Books,Comics,10,,5
,31076,8/20/2022,,35,Italy,Home & Kitchen,Toaster,,Credit Card,5
,35098,30/04/2022,3,35,Nigeria,Electronics,Power Bank,15,Debit Card,
,57619,24/08/2023,,50,Sri Lanka,Home & Kitchen,Pan Set,5,Debit Card,
,66269,3/7/2023,3,99.99,Nepal,Home & Kitchen,Pan Set,,Cash,1
,34115,,4,35,Canada,Beauty,Perfume,5,Debit Card,
1956,73332,5/4/2024,2,20.5,USA,Home & Kitchen,Microwave,,Paypal,5
,35501,5/9/2023,1,N/A,,Electronics,Power Bank,,Cash,4
,31533,23/06/2023,2,10,Nepal,Clothing,Cap,5,Paypal,1
1112,63811,7/12/2023,4,35,Saudi Arabia,Toys,Board Game,,Cash,2
,34013,28/04/2023,2,35,Canada,Beauty,Lipstick,15,Cash,3
1234,32636,7/4/2022,3,50,South Africa,Books,Comics,15,Paypal,2
,39470,10/1/2022,4,N/A,Japan,Clothing,Jeans,10,,
1669,66665,9/12/2023,4,10,Indonesia,Beauty,Face Wash,10,Cash,3
,57945,,5,N/A,Nigeria,Home & Kitchen,Vacuum Cleaner,,,2
1599,32284,,3,35,Japan,Books,Notebook,15,Debit Card,
3341,33654,9/20/2023,4,,UAE,Clothing,Jacket,10,Cash,
,39535,5/10/2022,,50,France,Home & Kitchen,Vacuum Cleaner,5,Credit Card,2
3870,33734,2/1/2024,,35,UK,Toys,Puzzle,0,Paypal,5
4133,67200,,,50,Turkey,Electronics,Mobile Phone,10,Debit Card,2
1537,31575,10/5/2022,4,,Brazil,Toys,Doll,15,,3
1705,38126,7/7/2023,2,,Brazil,Beauty,Moisturizer,,Debit Card,
,50691,27/02/2023,3,35,Japan,Electronics,Smart Watch,15,,1
,69196,,,50,Saudi Arabia,Toys,Toy Car,5,Paypal,5
,34614,1/3/2024,2,20.5,Italy,Sports,Gym Gloves,,Debit Card,5
1391,35404,12/3/2023,,,USA,Books,Magazine,5,Debit Card,3
,62306,10/6/2022,5,50,India,Electronics,Smart Watch,,Credit Card,2
2795,65257,1/3/2024,3,20.5,Brazil,Electronics,Headphones,5,Cash,4
,55257,15/12/2023,3,50,,Home & Kitchen,Pan Set,15,Credit Card,5
4347,35078,14/09/2022,2,N/A,Australia,Sports,Cricket Bat,,Credit Card,2
1498,70454,,5,,Indonesia,Sports,Football,0,,5
1813,64272,,4,,Italy,Electronics,Headphones,10,Credit Card,2
4232,52752,10/2/2023,5,10,,Books,Notebook,0,Debit Card,2
1877,31979,,,99.99,Germany,Sports,Football,,,
1907,72761,11/21/2022,4,20.5,Malaysia,Electronics,Laptop,15,Cash,
,85568,,1,50,France,Clothing,Jacket,,Cash,3
1981,60508,1/5/2024,3,N/A,Japan,Toys,Toy Car,10,,3
2552,51226,3/6/2023,,,Indonesia,Sports,Football,0,,
4136,36285,,5,,UAE,Sports,Cricket Bat,0,Credit Card,5
1731,32753,5/13/2022,1,N/A,UK,Toys,Action Figure,0,,
1818,31804,6/23/2023,,50,Bangladesh,Books,Comics,,Credit Card,1
4280,37814,,,10,India,Clothing,Hoodie,,Cash,5
1321,56364,,,35,Turkey,Electronics,Mobile Phone,5,Debit Card,5
1867,32728,,5,,Spain,Toys,Puzzle,,Paypal,1
2382,38258,1/6/2023,5,50,South Africa,Clothing,Jeans,10,Cash,4
1346,34504,,,,Indonesia,Books,Comics,10,Cash,4
2165,33213,2/5/2022,1,,Japan,Sports,Gym Gloves,5,Debit Card,
1382,83506,12/8/2023,,N/A,Spain,Home & Kitchen,Mixer,10,Debit Card,2
,56023,,5,20.5,USA,Home & Kitchen,Toaster,,Cash,
3878,89009,,4,N/A,,Sports,Cricket Bat,,Paypal,1
,77297,,,35,Sri Lanka,Books,Novel,,Credit Card,
1426,33450,,1,35,Malaysia,Books,Comics,5,Debit Card,1
3356,38076,2/9/2023,4,N/A,Germany,Toys,Toy Car,5,Cash,1
2635,39221,,,10,Germany,Sports,Yoga Mat,5,Paypal,5
1674,84357,8/9/2023,4,,China,Clothing,Hoodie,15,Cash,
,36254,,1,,Sri Lanka,Beauty,Face Wash,0,Cash,2
,52941,,,N/A,Saudi Arabia,Home & Kitchen,Vacuum Cleaner,5,Credit Card,1
,50900,1/6/2022,2,99.99,Spain,Toys,Action Figure,15,Credit Card,3
,85966,,2,20.5,Malaysia,Clothing,Cap,,Credit Card,4
1246,31869,,1,35,Pakistan,Beauty,Hair Oil,0,Paypal,
1988,34787,,,10,Malaysia,Home & Kitchen,Toaster,0,Cash,4
,86745,7/10/2022,5,10,Mexico,Books,Magazine,10,Cash,4
1463,34869,12/2/2023,1,35,Sri Lanka,Sports,Cricket Bat,10,Paypal,
1502,32438,,3,20.5,Nepal,Electronics,Power Bank,,Debit Card,4
,79436,11/16/2022,2,50,Sri Lanka,Clothing,Cap,5,,5
1822,58863,,,20.5,Nigeria,Toys,Puzzle,5,Cash,1
2300,36221,8/7/2022,,10,Japan,Beauty,Hair Oil,15,Cash,2
1880,67489,7/9/2022,1,20.5,Nepal,Books,Textbook,0,Cash,1
1580,34014,16/05/2024,2,99.99,Brazil,Toys,Toy Car,5,Debit Card,2
,64585,1/16/2022,4,N/A,France,Clothing,T-Shirt,15,,4
2751,37232,10/9/2022,,50,Bangladesh,Toys,Doll,,,5
1157,79596,3/16/2024,,,Mexico,Beauty,Hair Oil,,Paypal,
3583,38201,23/02/2024,4,99.99,,Electronics,Power Bank,10,Paypal,2
,79602,12/8/2023,5,10,,Sports,Tennis Racket,,,2
1564,63233,26/01/2022,3,50,UAE,Sports,Gym Gloves,,Debit Card,
,39582,,1,10,,Toys,Action Figure,,,2
1443,59836,2/26/2024,4,10,,Sports,Yoga Mat,,Credit Card,4
2182,57704,4/2/2023,,N/A,Bangladesh,Home & Kitchen,Toaster,10,Credit Card,4
3490,38794,6/1/2022,5,N/A,Spain,Sports,Gym Gloves,0,,5
3574,53205,9/27/2023,5,35,Sri Lanka,Electronics,Laptop,10,Credit Card,2
,55747,8/5/2024,,99.99,France,Books,Novel,5,Cash,5
1566,87943,7/30/2023,5,N/A,,Toys,Board Game,10,Cash,3
,80855,,,50,China,Sports,Football,10,,4
1211,32436,,,20.5,Malaysia,Beauty,Perfume,,Cash,4
3552,39132,12/8/2023,3,99.99,,Beauty,Lipstick,5,,2
1576,34396,2/5/2022,2,10,India,Toys,Doll,10,Cash,5
,36042,,1,,South Africa,Books,Textbook,10,Credit Card,1
3330,34178,12/1/2024,3,50,Nepal,Toys,Doll,15,Paypal,
1985,38577,,4,20.5,India,Electronics,Laptop,,Cash,5
1691,71739,1/20/2022,5,99.99,China,Toys,Doll,0,Cash,4
3480,32914,,,20.5,UAE,Toys,Board Game,,Credit Card,3
,39603,1/16/2023,4,20.5,UK,Sports,Football,10,Credit Card,
1594,34116,26/01/2022,4,99.99,Indonesia,Clothing,T-Shirt,,Cash,
1628,58697,11/4/2022,,N/A,Turkey,Home & Kitchen,Microwave,,,1
3434,71842,5/18/2024,1,,Mexico,Electronics,Headphones,,Cash,1
,39720,25/11/2022,,20.5,Nepal,Beauty,Lipstick,0,Cash,2
3292,39888,,1,10,UAE,Clothing,Jacket,10,Debit Card,
1418,39856,6/25/2022,5,20.5,Germany,Books,Notebook,0,Paypal,
2746,38304,30/03/2022,4,10,UAE,Electronics,Mobile Phone,5,,1
1921,32593,6/4/2022,5,20.5,Nepal,Books,Comics,,Paypal,4
,36412,24/09/2023,2,N/A,Brazil,Clothing,Jeans,0,Credit Card,4
,89612,16/05/2024,4,50,Malaysia,Electronics,Headphones,0,Cash,5
1510,77095,,,35,France,Toys,Action Figure,15,Paypal,1
,87172,8/29/2023,,,Nepal,Home & Kitchen,Microwave,,Credit Card,
,32599,4/28/2022,,50,Japan,Toys,Board Game,15,Credit Card,5
1606,54029,1/24/2023,,N/A,Nigeria,Electronics,Power Bank,,Credit Card,
1730,79305,,4,99.99,UAE,Clothing,Jeans,10,,
1365,83451,19/12/2022,4,,India,Toys,Doll,10,,1
4527,38073,,,35,UAE,Electronics,Power Bank,,Paypal,4
1710,37301,10/11/2023,5,20.5,Germany,Sports,Gym Gloves,10,Debit Card,2
1598,78621,5/28/2022,,10,Sri Lanka,Electronics,Mobile Phone,15,Paypal,
,38373,4/7/2022,4,99.99,Australia,Toys,Board Game,5,Paypal,5
1829,37731,1/19/2024,4,N/A,India,Electronics,Power Bank,,Paypal,
1245,35578,,5,50,USA,Home & Kitchen,Mixer,,,1
4933,85336,11/11/2023,,,South Africa,Clothing,Hoodie,0,Paypal,4
,68953,,5,,Bangladesh,Beauty,Moisturizer,,Cash,
2938,31845,,3,10,Bangladesh,Books,Magazine,0,Cash,4
,35603,21/05/2024,5,10,Pakistan,Electronics,Laptop,,Credit Card,5
2829,34869,11/6/2023,,20.5,,Clothing,Cap,,Credit Card,3
,34898,,5,N/A,Sri Lanka,Electronics,Laptop,5,Debit Card,5
4094,33745,28/09/2022,1,,Brazil,Toys,Doll,10,Paypal,
,33378,12/1/2023,2,50,Japan,Books,Magazine,15,Paypal,
1644,38074,10/4/2022,,10,China,Home & Kitchen,Vacuum Cleaner,10,Credit Card,3
3765,34193,,4,50,Malaysia,Toys,Board Game,5,Cash,5
1200,38306,1/13/2022,,10,Indonesia,Electronics,Mobile Phone,10,Cash,2
1708,64209,2/28/2022,5,10,Bangladesh,Electronics,Mobile Phone,5,Paypal,
,69304,,,20.5,Spain,Books,Magazine,10,Paypal,
1303,37366,3/10/2024,3,20.5,China,Toys,Doll,10,Debit Card,4
,33357,2/7/2023,2,99.99,Bangladesh,Electronics,Smart Watch,,Credit Card,4
1685,66423,16/03/2022,1,10,Germany,Toys,Doll,,Credit Card,1
1500,39444,18/12/2023,3,20.5,Italy,Toys,Toy Car,15,Credit Card,5
4194,39770,17/04/2024,4,,Nepal,Clothing,T-Shirt,10,Paypal,1
4935,80122,5/23/2024,3,99.99,South Africa,Toys,Action Figure,0,Paypal,
,32390,,,50,Canada,Clothing,Jacket,5,Credit Card,2
1911,39186,2/3/2023,2,50,India,Electronics,Power Bank,10,Credit Card,3
1769,84283,,4,10,Nigeria,Books,Novel,5,Credit Card,1
2930,65904,1/20/2022,4,,Sri Lanka,Toys,Puzzle,0,Cash,
4421,32870,,4,99.99,,Books,Novel,,Debit Card,1
1855,76346,,4,35,Nigeria,Books,Textbook,,Debit Card,3
1710,57913,31/08/2023,,10,France,Books,Textbook,,Cash,5
1202,74650,11/2/2022,2,99.99,USA,Clothing,Hoodie,0,Credit Card,2
,58316,,3,50,China,Electronics,Power Bank,,Paypal,4
1284,32442,8/2/2022,5,,Italy,Clothing,Jeans,0,,2
1983,34592,,5,10,Nepal,Clothing,T-Shirt,5,Cash,1
,61555,12/3/2023,,20.5,Sri Lanka,Clothing,T-Shirt,10,Cash,2
,52838,,3,99.99,France,Sports,Tennis Racket,5,Credit Card,4
1706,71362,,1,20.5,Nepal,Beauty,Face Wash,10,Debit Card,
4021,74610,31/08/2022,2,10,Nigeria,Electronics,Headphones,15,Credit Card,4
2586,34181,2/7/2022,5,50,Canada,Clothing,Jeans,10,Debit Card,1
,80053,20/05/2022,1,35,Australia,Toys,Board Game,10,,2
4502,39548,7/21/2023,2,99.99,Nigeria,Books,Magazine,15,Paypal,3
,87975,,,N/A,Pakistan,Electronics,Smart Watch,15,Credit Card,1
1590,38412,6/28/2023,1,50,USA,Sports,Yoga Mat,,Credit Card,
1344,31260,,2,20.5,Japan,Toys,Toy Car,5,Paypal,
1241,34030,,1,50,Spain,Beauty,Hair Oil,,Credit Card,
,77911,,4,,USA,Toys,Action Figure,,Cash,
,31669,22/02/2022,,35,France,Electronics,Power Bank,,,
1566,32860,,,N/A,,Electronics,Power Bank,,Debit Card,
,68162,1/10/2022,3,35,Saudi Arabia,Toys,Puzzle,15,Paypal,5
1945,38405,,4,,Malaysia,Beauty,Face Wash,0,Debit Card,4
4925,60798,,4,20.5,Germany,Electronics,Mobile Phone,15,Debit Card,
1798,38764,28/10/2022,,10,Spain,Clothing,Cap,,Credit Card,3
1954,37745,,1,N/A,Sri Lanka,Clothing,T-Shirt,10,Paypal,5
1411,58647,1/4/2023,,99.99,Australia,Toys,Board Game,15,Cash,3
1270,39770,10/19/2022,2,35,France,Books,Novel,,Debit Card,2
,74226,,1,35,Malaysia,Clothing,T-Shirt,0,Cash,3
3185,37628,6/16/2022,4,99.99,Spain,Clothing,Jacket,10,Debit Card,1
,33409,25/10/2023,5,35,Malaysia,Toys,Board Game,0,Paypal,1
2645,79227,26/01/2022,1,35,India,Clothing,Cap,,Debit Card,5
1801,85285,,,N/A,Turkey,Beauty,Perfume,5,Paypal,3
2478,37056,14/11/2023,5,10,Pakistan,Beauty,Hair Oil,10,Cash,3
,38249,3/31/2022,,99.99,,Home & Kitchen,Pan Set,,Paypal,
1352,38776,9/5/2023,,99.99,Nigeria,Sports,Cricket Bat,15,Credit Card,1
1827,58973,24/07/2023,4,20.5,Japan,Sports,Tennis Racket,,Paypal,1
1672,80372,11/8/2022,,99.99,Germany,Books,Notebook,10,Cash,
,61755,11/13/2023,1,,UK,Books,Comics,10,Paypal,1
,32959,,5,50,Indonesia,Beauty,Lipstick,,Credit Card,
1572,58879,5/30/2022,5,10,China,Home & Kitchen,Microwave,10,Paypal,
1178,62701,,3,35,,Home & Kitchen,Mixer,5,,3
,32570,12/3/2023,,N/A,Pakistan,Books,Notebook,5,,3
1419,82989,,4,35,Bangladesh,Home & Kitchen,Pan Set,,,
,55006,4/1/2024,,N/A,Brazil,Beauty,Hair Oil,10,Cash,
,61285,,,50,UK,Home & Kitchen,Microwave,5,Debit Card,
1513,55151,11/11/2022,,20.5,Pakistan,Toys,Puzzle,15,Paypal,1
3103,32948,11/7/2023,1,N/A,USA,Clothing,T-Shirt,10,Credit Card,
4691,73038,8/25/2023,5,20.5,Indonesia,Electronics,Mobile Phone,10,,3
3984,83089,,,99.99,,Home & Kitchen,Microwave,0,,2
1104,34506,12/2/2024,3,20.5,Malaysia,Toys,Puzzle,,Debit Card,4
2554,34728,12/30/2022,2,N/A,,Toys,Action Figure,10,Credit Card,4
,86512,20/02/2024,2,50,Brazil,Electronics,Power Bank,0,Paypal,3
,37672,5/12/2023,,35,Canada,Sports,Yoga Mat,0,Paypal,
,78708,5/19/2023,1,,Germany,Home & Kitchen,Microwave,15,Paypal,
,63124,3/8/2022,,20.5,Italy,Beauty,Face Wash,,Paypal,3
1920,36834,,5,35,Bangladesh,Books,Magazine,15,Paypal,5
,82589,4/21/2022,,50,UK,Home & Kitchen,Microwave,,Credit Card,
1719,33502,,,10,Bangladesh,Electronics,Smart Watch,0,Credit Card,
,39032,,,50,UAE,Books,Magazine,,,1
,79003,1/28/2023,4,10,France,Books,Novel,,Cash,
,39037,16/11/2022,4,20.5,South Africa,Clothing,Hoodie,5,,1
,68640,1/22/2023,4,99.99,Nigeria,Sports,Tennis Racket,0,Debit Card,
1883,72364,21/08/2023,,,Saudi Arabia,Home & Kitchen,Toaster,10,Paypal,3
2278,54292,26/10/2023,2,20.5,France,Electronics,Laptop,0,,3
,31334,,,N/A,Pakistan,Electronics,Smart Watch,10,Paypal,5
1202,36504,,5,10,,Sports,Tennis Racket,,Cash,2
3035,34507,26/07/2022,3,50,India,Beauty,Lipstick,10,,4
1964,36518,4/5/2022,5,,Nigeria,Books,Textbook,,Paypal,4
1409,38092,10/30/2023,,10,Italy,Clothing,Jacket,15,Cash,5
1119,34056,7/15/2023,,N/A,Nepal,Beauty,Moisturizer,,Paypal,3
1544,53924,23/05/2024,,99.99,Spain,Toys,Board Game,5,Debit Card,2
2305,37757,25/02/2023,,50,Sri Lanka,Toys,Doll,5,Cash,
1614,36087,27/04/2022,4,20.5,South Africa,Beauty,Perfume,15,Paypal,
,86091,,2,35,Brazil,Electronics,Laptop,0,Credit Card,
,55918,6/6/2024,5,35,UK,Electronics,Headphones,,,1
3033,33003,15/09/2022,,99.99,Nigeria,Beauty,Hair Oil,,Paypal,
1437,38200,28/05/2022,4,20.5,Nigeria,Toys,Puzzle,0,Paypal,5
2945,33374,10/3/2023,3,99.99,Malaysia,Home & Kitchen,Mixer,10,Cash,1
3712,35144,28/01/2024,1,N/A,Sri Lanka,Toys,Board Game,,Cash,
,37438,31/08/2022,5,N/A,USA,Toys,Action Figure,5,Cash,2
1931,31555,11/21/2022,4,,,Books,Textbook,15,Paypal,
4762,60508,16/06/2024,,50,Italy,Sports,Tennis Racket,,,
1756,62041,2/20/2024,,10,Turkey,Home & Kitchen,Pan Set,5,Cash,3
1830,37722,13/09/2022,1,20.5,Brazil,Beauty,Face Wash,,Debit Card,3
2154,77164,29/03/2024,,35,Turkey,Clothing,Cap,,Debit Card,1
,62993,10/4/2023,,99.99,Turkey,Electronics,Power Bank,,Paypal,5
4879,39615,24/06/2022,1,35,Nepal,Home & Kitchen,Microwave,15,Credit Card,2
,82385,12/4/2024,2,N/A,Canada,Toys,Puzzle,,Debit Card,
4245,69018,,4,20.5,Spain,Home & Kitchen,Microwave,5,Cash,5
,34476,,1,10,Italy,Toys,Toy Car,,,3
,73219,23/02/2022,5,10,Mexico,Electronics,Mobile Phone,,Paypal,3
,39253,12/2/2022,2,99.99,Spain,Sports,Tennis Racket,5,Credit Card,3
1478,39179,,4,20.5,Saudi Arabia,Toys,Board Game,15,Cash,3
,33478,3/23/2023,5,35,Canada,Beauty,Lipstick,5,Credit Card,2
,57603,17/06/2022,4,35,Saudi Arabia,Clothing,T-Shirt,,,4
4550,72911,8/1/2024,1,N/A,France,Sports,Gym Gloves,5,,
1104,33958,8/6/2022,,99.99,Australia,Home & Kitchen,Vacuum Cleaner,15,Credit Card,3
1482,56951,5/5/2022,,,USA,Electronics,Headphones,15,Paypal,4
1144,79694,1/6/2022,5,,India,Toys,Doll,,Cash,3
,37534,7/15/2023,,10,Australia,Books,Novel,15,Credit Card,1
1391,32975,9/3/2024,2,50,,Books,Textbook,15,Cash,
1476,39021,9/4/2022,3,,Brazil,Beauty,Perfume,10,,5
2508,78449,4/10/2024,,50,Mexico,Sports,Football,10,Paypal,
3651,38671,10/7/2023,4,99.99,,Clothing,Jeans,15,Cash,2
1402,53127,,,20.5,UK,Clothing,Jacket,,Paypal,4
,66702,8/6/2023,,,Indonesia,Electronics,Smart Watch,,Paypal,2
1526,36143,,,50,Spain,Books,Textbook,,Cash,3
,56968,3/22/2022,2,20.5,Turkey,Books,Textbook,0,Credit Card,2
1773,38974,,4,,Bangladesh,Toys,Toy Car,10,Paypal,
1781,62335,15/01/2022,2,20.5,Sri Lanka,Home & Kitchen,Mixer,5,Debit Card,4
4152,81063,11/5/2022,2,10,France,Books,Magazine,5,Paypal,4
,87318,23/08/2023,,50,Pakistan,Sports,Football,0,Paypal,4
,38987,3/9/2023,,99.99,Mexico,Books,Comics,,,
,87775,4/3/2022,2,,Sri Lanka,Books,Comics,15,Paypal,1
3857,60573,5/4/2023,,35,Saudi Arabia,Sports,Yoga Mat,15,Debit Card,5
1962,33148,,,35,Malaysia,Clothing,Cap,15,Paypal,
4976,63579,,,50,Brazil,Toys,Doll,5,Debit Card,2
,65382,3/23/2024,4,10,Saudi Arabia,Clothing,Cap,10,Cash,
1130,72133,,,N/A,Australia,Clothing,Jeans,0,,2
1147,67530,,3,N/A,India,Sports,Tennis Racket,15,Paypal,
3497,86862,9/18/2023,1,N/A,Sri Lanka,Books,Novel,0,Debit Card,3
1610,33527,20/02/2024,,50,Germany,Clothing,Jacket,0,Debit Card,4
,83097,8/4/2024,2,N/A,Saudi Arabia,Sports,Football,,Paypal,3
3169,38025,11/2/2024,2,N/A,Spain,Toys,Puzzle,,Cash,1
4302,36542,5/1/2024,,10,,Sports,Cricket Bat,5,Paypal,1
4696,35845,4/6/2022,,,Nepal,Sports,Football,,,
1640,37618,,3,10,Canada,Home & Kitchen,Toaster,,,
,62929,4/11/2024,,35,South Africa,Beauty,Moisturizer,10,Paypal,
1195,36115,,5,99.99,France,Toys,Puzzle,0,Credit Card,
1411,77705,,3,20.5,India,Beauty,Hair Oil,10,Cash,
,31085,14/02/2024,1,10,Australia,Beauty,Lipstick,,,5
,33293,,,99.99,Indonesia,Toys,Board Game,5,Credit Card,3
2479,37974,3/8/2024,2,N/A,USA,Beauty,Hair Oil,0,Paypal,2
,39502,14/01/2023,4,10,Nigeria,Sports,Cricket Bat,15,Paypal,4
1247,38942,4/23/2024,,50,Malaysia,Toys,Toy Car,,,1
1260,32945,2/3/2022,4,50,UK,Toys,Puzzle,10,,3
,69266,1/16/2023,2,10,Germany,Electronics,Power Bank,,Paypal,1
4029,39970,4/18/2024,2,20.5,India,Home & Kitchen,Toaster,15,Paypal,5
1586,89695,,4,35,Sri Lanka,Home & Kitchen,Vacuum Cleaner,15,Paypal,
1919,76845,30/11/2022,,,UAE,Sports,Cricket Bat,,Credit Card,
1678,87486,,,10,South Africa,Sports,Tennis Racket,0,Debit Card,5
,82940,,,10,South Africa,Beauty,Hair Oil,5,Credit Card,3
,39741,24/12/2023,2,N/A,Nigeria,Books,Textbook,0,Paypal,
1980,37258,3/1/2023,4,20.5,UK,Electronics,Headphones,0,,2
,76691,,2,35,UAE,Home & Kitchen,Microwave,5,Credit Card,
,66903,11/24/2022,4,10,Canada,Electronics,Headphones,5,,5
,36215,,5,N/A,Italy,Clothing,Hoodie,0,Paypal,1
1700,56652,22/07/2023,1,35,Nigeria,Sports,Cricket Bat,15,Paypal,1
2529,39806,,2,N/A,Spain,Books,Magazine,0,Credit Card,
,35110,21/06/2022,3,,Sri Lanka,Sports,Yoga Mat,5,,
3187,32469,,1,20.5,UK,Beauty,Lipstick,5,,3
,38417,4/1/2024,5,99.99,Nepal,Sports,Cricket Bat,10,Cash,2
1547,89897,12/10/2023,3,10,Nepal,Sports,Yoga Mat,5,Paypal,5
1906,55080,,,50,Spain,Toys,Toy Car,,Credit Card,3
1281,33044,2/1/2023,,99.99,Canada,Books,Comics,15,Credit Card,2
,32474,,,35,Australia,Toys,Action Figure,5,Paypal,3
3482,62850,25/12/2023,4,,Nigeria,Electronics,Headphones,,Paypal,2
1798,87037,,,,Germany,Beauty,Perfume,,Credit Card,2
,31378,,,20.5,South Africa,Home & Kitchen,Vacuum Cleaner,15,Credit Card,4
,39491,19/03/2023,,35,Saudi Arabia,Toys,Action Figure,,Credit Card,
2838,34188,6/30/2023,3,50,Nigeria,Clothing,T-Shirt,0,Debit Card,
2348,31456,18/06/2022,2,20.5,,Sports,Football,0,,
1441,31891,,,35,,Toys,Doll,5,Credit Card,
1557,58180,4/8/2022,4,N/A,Turkey,Beauty,Hair Oil,10,Credit Card,
1725,78301,,,50,India,Clothing,T-Shirt,,Credit Card,3
4080,31173,25/09/2023,4,10,Spain,Books,Comics,15,,5
1564,71508,3/12/2024,,,Pakistan,Electronics,Headphones,,Credit Card,5
,38887,10/15/2023,5,20.5,Australia,Books,Textbook,5,Credit Card,1
,70394,6/10/2023,5,50,Brazil,Clothing,Jacket,10,,3
3693,53756,24/08/2023,1,99.99,Saudi Arabia,Home & Kitchen,Toaster,5,Debit Card,
1811,36425,,3,20.5,Japan,Clothing,T-Shirt,15,Cash,2
1103,34772,,,10,Canada,Electronics,Smart Watch,5,Paypal,
1840,50440,1/20/2023,,,Saudi Arabia,Books,Notebook,0,,1
,52877,10/9/2023,4,20.5,Japan,Clothing,Jacket,5,Debit Card,3
2007,33884,7/22/2023,3,N/A,Pakistan,Toys,Puzzle,,Debit Card,4
,33807,,3,20.5,USA,Toys,Action Figure,0,Debit Card,2
,89292,1/23/2023,2,99.99,,Books,Textbook,,,2
2342,33071,6/2/2022,3,N/A,Indonesia,Books,Magazine,0,Paypal,
1869,37131,,1,20.5,Spain,Toys,Board Game,5,Cash,
,67585,1/3/2024,,50,Australia,Home & Kitchen,Vacuum Cleaner,5,Paypal,
1486,37129,,2,35,USA,Clothing,Hoodie,5,Credit Card,3
1576,37981,21/08/2023,3,20.5,Italy,Sports,Yoga Mat,15,Cash,
1735,32243,1/26/2022,3,50,Japan,Sports,Tennis Racket,,,5
1403,73608,22/08/2022,,35,Canada,Toys,Action Figure,,Cash,3
1975,85594,11/9/2023,2,,Japan,Home & Kitchen,Toaster,10,Paypal,4
1769,59783,1/13/2022,,,Indonesia,Books,Magazine,,Debit Card,4
1579,80238,20/07/2023,5,N/A,Canada,Clothing,Cap,15,Paypal,2
1242,58411,31/01/2022,,99.99,,Sports,Gym Gloves,,Cash,3
1881,35909,,4,,Pakistan,Clothing,Hoodie,,Credit Card,2
1722,75617,29/03/2024,5,,USA,Clothing,Jacket,,Paypal,2
3617,61234,4/8/2023,3,99.99,Malaysia,Sports,Football,,Paypal,1
,32146,10/18/2022,1,50,Saudi Arabia,Clothing,Jeans,,Credit Card,2
,32126,4/24/2022,4,20.5,Germany,Home & Kitchen,Pan Set,5,Cash,4
1417,39232,12/8/2023,2,99.99,Canada,Books,Comics,0,Debit Card,4
1436,38539,,5,N/A,India,Electronics,Smart Watch,,Credit Card,3
,33869,5/12/2024,3,,France,Toys,Toy Car,,Paypal,4
2611,33587,,,99.99,South Africa,Sports,Cricket Bat,10,Credit Card,
,32723,20/02/2024,4,50,Spain,Toys,Puzzle,5,Cash,2
1811,37244,,4,10,Turkey,Beauty,Face Wash,5,Paypal,1
1786,38942,5/20/2022,1,,USA,Electronics,Headphones,,Debit Card,
4447,51183,13/10/2022,4,N/A,UK,Sports,Cricket Bat,,Paypal,2
2804,64199,7/6/2022,,35,Malaysia,Electronics,Mobile Phone,0,,
1153,31797,11/12/2022,4,,Australia,Toys,Action Figure,10,Debit Card,2
2380,54140,,4,10,France,Electronics,Mobile Phone,,Debit Card,1
1675,34393,1/12/2022,1,N/A,UK,Sports,Yoga Mat,5,Debit Card,1
3678,34485,2/16/2023,2,10,USA,Home & Kitchen,Toaster,,Cash,
1408,82740,12/8/2022,1,10,UK,Beauty,Lipstick,,Cash,
1544,70838,12/12/2023,,N/A,Pakistan,Toys,Toy Car,,,4
1701,50871,,,,,Sports,Yoga Mat,0,Cash,2
1325,39171,9/27/2023,,20.5,Germany,Toys,Toy Car,15,Debit Card,
,35556,,,99.99,,Electronics,Laptop,0,,
,72461,,,10,India,Sports,Tennis Racket,,Debit Card,
3135,78990,26/01/2023,5,N/A,USA,Toys,Puzzle,5,Credit Card,
3427,65486,27/06/2022,2,10,Indonesia,Clothing,Jeans,15,Cash,2
,68700,30/06/2022,2,50,,Toys,Puzzle,15,Credit Card,3
