CustomerID,OrderID,OrderDate,Quantity,OrderPrice,Country,ProductCategory,ProductName,Discount,PaymentMethod,Customer_Rating
1213,82381,1/1/1970,1,80.00,USA,Clothing,T-Shirt,7,Credit Card,3
2901,31646,9/28/2022,4,35.00,Russia,Toys,Puzzle,7,Cash,4
4646,33793,2/16/2024,1,40.00,Spain,Toys,Action Figure,7,Cash,5
1093,35453,1/1/1970,3,35.00,Brazil,Electronics,Headphones,15,Debit Card,1
4573,87286,1/1/1970,3,20.50,Turkey,Clothing,T-Shirt,10,Cash,1
3846,32037,1/1/1970,4,50.00,UAE,Books,Textbook,0,Cash,2
3743,84019,8/18/2022,7,99.99,Nepal,Toys,Board Game,7,Debit Card,4
3286,33571,4/26/2024,2,30.00,France,Home & Kitchen,Pan Set,0,Paypal,3
1663,74814,4/6/2023,3,10.00,Spain,Clothing,Jacket,15,Credit Card,4
1863,32681,5/2/2022,4,35.00,India,Electronics,Smart Watch,7,Credit Card,1
1411,34389,9/26/2023,5,99.99,Saudi Arabia,Books,Novel,0,Debit Card,2
1584,73808,9/27/2023,5,70.00,China,Sports,Tennis Racket,7,Debit Card,1
1660,74503,3/30/2024,7,40.00,Brazil,Home & Kitchen,Toaster,5,Paypal,1
2632,64128,1/1/1970,2,20.50,UAE,Home & Kitchen,Vacuum Cleaner,0,Paypal,1
1774,33205,7/4/2023,1,70.00,Mexico,Toys,Board Game,7,Credit Card,5
1281,87916,10/3/2024,4,99.99,Turkey,Sports,Yoga Mat,7,Cash,5
4751,37518,9/16/2023,4,50.00,Spain,Home & Kitchen,Vacuum Cleaner,5,Debit Card,4
9274,86279,12/20/2023,3,30.00,Bangladesh,Beauty,Hair Oil,7,Cash,3
1655,32890,1/1/1970,3,70.00,Brazil,Home & Kitchen,Microwave,7,Cash,5
9372,50836,11/5/2024,3,70.00,Turkey,Toys,Toy Car,5,Credit Card,2
1393,66420,1/1/1970,3,30.00,Pakistan,Electronics,Laptop,10,Debit Card,3
1730,34675,9/4/2023,3,70.00,Mexico,Beauty,Face Wash,7,Cash,4
1907,70490,1/1/1970,4,50.00,China,Toys,Action Figure,5,Credit Card,1
1826,74100,1/1/1970,7,20.50,Canada,Books,Comics,10,Paypal,2
9274,38020,1/1/1970,2,20.50,China,Toys,Action Figure,5,Debit Card,5
3906,60073,1/1/1970,1,35.00,Bangladesh,Books,Notebook,7,Cash,4
4573,84432,1/1/1970,5,35.00,USA,Books,Magazine,7,Debit Card,4
1318,36424,12/24/2022,4,10.00,Canada,Beauty,Hair Oil,7,Credit Card,4
1346,31653,12/21/2022,1,70.00,Russia,Beauty,Face Wash,0,Paypal,3
1483,38300,4/21/2024,1,99.99,Japan,Beauty,Lipstick,7,Debit Card,3
3203,54290,1/1/1970,1,20.50,Italy,Beauty,Face Wash,0,Debit Card,5
4059,38523,3/15/2022,3,40.00,USA,Books,Comics,0,Credit Card,2
8346,37357,1/1/1970,5,10.00,Turkey,Books,Notebook,15,Cash,1
3950,88378,10/19/2023,5,10.00,Mexico,Sports,Football,0,Cash,3
9274,31504,10/16/2022,5,10.00,South Africa,Toys,Doll,5,Debit Card,2
1793,74453,5/28/2022,3,70.00,India,Sports,Yoga Mat,0,Credit Card,5
1866,34469,1/1/1970,5,10.00,Mexico,Sports,Yoga Mat,5,Debit Card,2
1285,31891,1/1/1970,5,35.00,South Africa,Clothing,Cap,0,Cash,4
9372,73405,1/14/2024,1,20.50,Japan,Electronics,Headphones,7,Credit Card,2
1413,33496,9/24/2023,4,35.00,Italy,Home & Kitchen,Pan Set,5,Credit Card,3
9372,36432,10/19/2023,5,70.00,Spain,Clothing,Jeans,10,Cash,4
9274,59175,9/14/2023,2,70.00,Indonesia,Beauty,Face Wash,7,Credit Card,1
1932,87938,9/10/2023,3,99.99,South Africa,Electronics,Mobile Phone,10,Credit Card,5
1890,33193,1/1/1970,3,50.00,Mexico,Sports,Cricket Bat,0,Paypal,3
1925,60868,5/18/2024,3,20.50,France,Beauty,Face Wash,5,Credit Card,5
4846,64340,11/5/2023,5,40.00,China,Toys,Puzzle,10,Debit Card,1
4573,31653,5/1/2023,5,70.00,Malaysia,Toys,Puzzle,7,Cash,3
1485,74806,1/1/1970,5,99.99,China,Toys,Doll,15,Debit Card,5
8346,89597,12/20/2022,3,30.00,France,Sports,Tennis Racket,5,Credit Card,5
1470,34773,7/11/2022,2,20.50,Indonesia,Toys,Doll,0,Paypal,5
4573,51471,6/15/2022,2,99.99,Nigeria,Sports,Gym Gloves,7,Debit Card,2
1093,39464,1/1/1970,1,99.99,Nigeria,Toys,Board Game,7,Credit Card,2
8346,34594,1/1/1970,1,20.50,Germany,Toys,Doll,7,Debit Card,5
2632,89094,1/12/2024,3,20.50,Turkey,Toys,Board Game,5,Credit Card,1
2719,89682,12/2/2023,7,99.99,Bangladesh,Clothing,Cap,7,Credit Card,3
2975,89549,1/1/1970,3,10.00,Sri Lanka,Beauty,Hair Oil,15,Cash,4
2632,74984,3/16/2023,7,99.99,Germany,Home & Kitchen,Mixer,10,Paypal,4
5436,62387,1/1/1970,3,99.99,Mexico,Clothing,T-Shirt,0,Cash,1
2674,37980,11/20/2022,7,80.00,South Africa,Sports,Cricket Bat,15,Credit Card,3
1523,86540,2/13/2024,7,50.00,South Africa,Beauty,Lipstick,7,Paypal,3
2630,34764,1/1/1970,3,80.00,France,Home & Kitchen,Vacuum Cleaner,0,Debit Card,5
1800,33633,1/1/1970,7,99.99,Pakistan,Sports,Tennis Racket,0,Debit Card,4
1908,31618,9/27/2022,1,10.00,Bangladesh,Beauty,Moisturizer,7,Cash,3
7346,78768,1/1/1970,1,80.00,China,Toys,Board Game,7,Cash,2
1948,52363,1/1/1970,5,99.99,Pakistan,Electronics,Power Bank,5,Credit Card,3
2660,83930,9/2/2023,3,30.00,South Africa,Books,Comics,10,Credit Card,5
1093,31076,8/20/2022,7,35.00,Italy,Home & Kitchen,Toaster,7,Credit Card,5
3743,35098,4/30/2022,3,35.00,Nigeria,Electronics,Power Bank,15,Debit Card,4
9372,57619,8/24/2023,7,50.00,Sri Lanka,Home & Kitchen,Pan Set,5,Debit Card,4
8346,66269,7/3/2023,3,99.99,Nepal,Home & Kitchen,Pan Set,7,Cash,1
1093,34115,1/1/1970,4,35.00,Canada,Beauty,Perfume,5,Debit Card,5
1956,73332,4/5/2024,2,20.50,USA,Home & Kitchen,Microwave,7,Paypal,5
7346,35501,9/5/2023,1,70.00,China,Electronics,Power Bank,7,Cash,4
4573,31533,6/23/2023,2,10.00,Nepal,Clothing,Cap,5,Paypal,1
1112,63811,12/7/2023,4,35.00,Saudi Arabia,Toys,Board Game,7,Cash,2
9372,34013,4/28/2023,2,35.00,Canada,Beauty,Lipstick,15,Cash,3
1234,32636,4/7/2022,3,50.00,South Africa,Books,Comics,15,Paypal,2
4573,39470,1/10/2022,4,80.00,Japan,Clothing,Jeans,10,Credit Card,4
1669,66665,12/9/2023,4,10.00,Indonesia,Beauty,Face Wash,10,Cash,3
3743,57945,1/1/1970,5,40.00,Nigeria,Home & Kitchen,Vacuum Cleaner,7,Credit Card,2
1599,32284,1/1/1970,3,35.00,Japan,Books,Notebook,15,Debit Card,3
3341,33654,9/20/2023,4,30.00,UAE,Clothing,Jacket,10,Cash,1
4573,39535,10/5/2022,5,50.00,France,Home & Kitchen,Vacuum Cleaner,5,Credit Card,2
3870,33734,1/2/2024,3,35.00,UK,Toys,Puzzle,0,Paypal,5
4133,67200,1/1/1970,7,50.00,Turkey,Electronics,Mobile Phone,10,Debit Card,2
1537,31575,5/10/2022,4,70.00,Brazil,Toys,Doll,15,Cash,3
1705,38126,7/7/2023,2,80.00,Brazil,Beauty,Moisturizer,7,Debit Card,4
1093,50691,2/27/2023,3,35.00,Japan,Electronics,Smart Watch,15,Cash,1
9372,69196,1/1/1970,5,50.00,Saudi Arabia,Toys,Toy Car,5,Paypal,5
9274,34614,3/1/2024,2,20.50,Italy,Sports,Gym Gloves,7,Debit Card,5
1391,35404,3/12/2023,5,70.00,USA,Books,Magazine,5,Debit Card,3
9372,62306,6/10/2022,5,50.00,India,Electronics,Smart Watch,7,Credit Card,2
2795,65257,3/1/2024,3,20.50,Brazil,Electronics,Headphones,5,Cash,4
3846,55257,12/15/2023,3,50.00,Pakistan,Home & Kitchen,Pan Set,15,Credit Card,5
4347,35078,9/14/2022,2,80.00,Australia,Sports,Cricket Bat,7,Credit Card,2
1498,70454,1/1/1970,5,80.00,Indonesia,Sports,Football,0,Cash,5
1813,64272,1/1/1970,4,80.00,Italy,Electronics,Headphones,10,Credit Card,2
4232,52752,2/10/2023,5,10.00,Pakistan,Books,Notebook,0,Debit Card,2
1877,31979,1/1/1970,5,99.99,Germany,Sports,Football,7,Cash,5
1907,72761,11/21/2022,4,20.50,Malaysia,Electronics,Laptop,15,Cash,4
9274,85568,1/1/1970,1,50.00,France,Clothing,Jacket,7,Cash,3
1981,60508,5/1/2024,3,40.00,Japan,Toys,Toy Car,10,Credit Card,3
2552,51226,6/3/2023,7,70.00,Indonesia,Sports,Football,0,Credit Card,1
4136,36285,1/1/1970,5,40.00,UAE,Sports,Cricket Bat,0,Credit Card,5
1731,32753,5/13/2022,1,70.00,UK,Toys,Action Figure,0,Cash,1
1818,31804,6/23/2023,7,50.00,Bangladesh,Books,Comics,7,Credit Card,1
4280,37814,1/1/1970,7,10.00,India,Clothing,Hoodie,7,Cash,5
1321,56364,1/1/1970,5,35.00,Turkey,Electronics,Mobile Phone,5,Debit Card,5
1867,32728,1/1/1970,5,30.00,Spain,Toys,Puzzle,7,Paypal,1
2382,38258,6/1/2023,5,50.00,South Africa,Clothing,Jeans,10,Cash,4
1346,34504,1/1/1970,3,30.00,Indonesia,Books,Comics,10,Cash,4
2165,33213,5/2/2022,1,40.00,Japan,Sports,Gym Gloves,5,Debit Card,1
1382,83506,8/12/2023,5,70.00,Spain,Home & Kitchen,Mixer,10,Debit Card,2
7346,56023,1/1/1970,5,20.50,USA,Home & Kitchen,Toaster,7,Cash,4
3878,89009,1/1/1970,4,40.00,China,Sports,Cricket Bat,7,Paypal,1
3743,77297,1/1/1970,7,35.00,Sri Lanka,Books,Novel,7,Credit Card,4
1426,33450,1/1/1970,1,35.00,Malaysia,Books,Comics,5,Debit Card,1
3356,38076,9/2/2023,4,30.00,Germany,Toys,Toy Car,5,Cash,1
2635,39221,1/1/1970,7,10.00,Germany,Sports,Yoga Mat,5,Paypal,5
1674,84357,9/8/2023,4,80.00,China,Clothing,Hoodie,15,Cash,3
2632,36254,1/1/1970,1,40.00,Sri Lanka,Beauty,Face Wash,0,Cash,2
5436,52941,1/1/1970,7,30.00,Saudi Arabia,Home & Kitchen,Vacuum Cleaner,5,Credit Card,1
9372,50900,6/1/2022,2,99.99,Spain,Toys,Action Figure,15,Credit Card,3
3846,85966,1/1/1970,2,20.50,Malaysia,Clothing,Cap,7,Credit Card,4
1246,31869,1/1/1970,1,35.00,Pakistan,Beauty,Hair Oil,0,Paypal,2
1988,34787,1/1/1970,3,10.00,Malaysia,Home & Kitchen,Toaster,0,Cash,4
4573,86745,10/7/2022,5,10.00,Mexico,Books,Magazine,10,Cash,4
1463,34869,2/12/2023,1,35.00,Sri Lanka,Sports,Cricket Bat,10,Paypal,3
1502,32438,1/1/1970,3,20.50,Nepal,Electronics,Power Bank,7,Debit Card,4
8346,79436,11/16/2022,2,50.00,Sri Lanka,Clothing,Cap,5,Credit Card,5
1822,58863,1/1/1970,7,20.50,Nigeria,Toys,Puzzle,5,Cash,1
2300,36221,7/8/2022,3,10.00,Japan,Beauty,Hair Oil,15,Cash,2
1880,67489,9/7/2022,1,20.50,Nepal,Books,Textbook,0,Cash,1
1580,34014,5/16/2024,2,99.99,Brazil,Toys,Toy Car,5,Debit Card,2
9274,64585,1/16/2022,4,40.00,France,Clothing,T-Shirt,15,Credit Card,4
2751,37232,9/10/2022,3,50.00,Bangladesh,Toys,Doll,7,Credit Card,5
1157,79596,3/16/2024,7,70.00,Mexico,Beauty,Hair Oil,7,Paypal,2
3583,38201,2/23/2024,4,99.99,Pakistan,Electronics,Power Bank,10,Paypal,2
2632,79602,8/12/2023,5,10.00,China,Sports,Tennis Racket,7,Credit Card,2
1564,63233,1/26/2022,3,50.00,UAE,Sports,Gym Gloves,7,Debit Card,1
4573,39582,1/1/1970,1,10.00,Pakistan,Toys,Action Figure,7,Credit Card,2
1443,59836,2/26/2024,4,10.00,China,Sports,Yoga Mat,7,Credit Card,4
2182,57704,2/4/2023,5,40.00,Bangladesh,Home & Kitchen,Toaster,10,Credit Card,4
3490,38794,1/6/2022,5,70.00,Spain,Sports,Gym Gloves,0,Credit Card,5
3574,53205,9/27/2023,5,35.00,Sri Lanka,Electronics,Laptop,10,Credit Card,2
2632,55747,5/8/2024,7,99.99,France,Books,Novel,5,Cash,5
1566,87943,7/30/2023,5,70.00,China,Toys,Board Game,10,Cash,3
8346,80855,1/1/1970,7,50.00,China,Sports,Football,10,Credit Card,4
1211,32436,1/1/1970,3,20.50,Malaysia,Beauty,Perfume,7,Cash,4
3552,39132,8/12/2023,3,99.99,Russia,Beauty,Lipstick,5,Cash,2
1576,34396,5/2/2022,2,10.00,India,Toys,Doll,10,Cash,5
1093,36042,1/1/1970,1,70.00,South Africa,Books,Textbook,10,Credit Card,1
3330,34178,1/12/2024,3,50.00,Nepal,Toys,Doll,15,Paypal,1
1985,38577,1/1/1970,4,20.50,India,Electronics,Laptop,7,Cash,5
1691,71739,1/20/2022,5,99.99,China,Toys,Doll,0,Cash,4
3480,32914,1/1/1970,7,20.50,UAE,Toys,Board Game,7,Credit Card,3
4573,39603,1/16/2023,4,20.50,UK,Sports,Football,10,Credit Card,2
1594,34116,1/26/2022,4,99.99,Indonesia,Clothing,T-Shirt,7,Cash,2
1628,58697,4/11/2022,5,30.00,Turkey,Home & Kitchen,Microwave,7,Cash,1
3434,71842,5/18/2024,1,40.00,Mexico,Electronics,Headphones,7,Cash,1
3846,39720,11/25/2022,7,20.50,Nepal,Beauty,Lipstick,0,Cash,2
3292,39888,1/1/1970,1,10.00,UAE,Clothing,Jacket,10,Debit Card,1
1418,39856,6/25/2022,5,20.50,Germany,Books,Notebook,0,Paypal,2
2746,38304,3/30/2022,4,10.00,UAE,Electronics,Mobile Phone,5,Credit Card,1
1921,32593,4/6/2022,5,20.50,Nepal,Books,Comics,7,Paypal,4
9372,36412,9/24/2023,2,40.00,Brazil,Clothing,Jeans,0,Credit Card,4
5436,89612,5/16/2024,4,50.00,Malaysia,Electronics,Headphones,0,Cash,5
1510,77095,1/1/1970,3,35.00,France,Toys,Action Figure,15,Paypal,1
3846,87172,8/29/2023,7,40.00,Nepal,Home & Kitchen,Microwave,7,Credit Card,4
8346,32599,4/28/2022,7,50.00,Japan,Toys,Board Game,15,Credit Card,5
1606,54029,1/24/2023,3,70.00,Nigeria,Electronics,Power Bank,7,Credit Card,4
1730,79305,1/1/1970,4,99.99,UAE,Clothing,Jeans,10,Cash,5
1365,83451,12/19/2022,4,30.00,India,Toys,Doll,10,Credit Card,1
4527,38073,1/1/1970,3,35.00,UAE,Electronics,Power Bank,7,Paypal,4
1710,37301,11/10/2023,5,20.50,Germany,Sports,Gym Gloves,10,Debit Card,2
1598,78621,5/28/2022,3,10.00,Sri Lanka,Electronics,Mobile Phone,15,Paypal,2
3846,38373,7/4/2022,4,99.99,Australia,Toys,Board Game,5,Paypal,5
1829,37731,1/19/2024,4,70.00,India,Electronics,Power Bank,7,Paypal,1
1245,35578,1/1/1970,5,50.00,USA,Home & Kitchen,Mixer,7,Cash,1
4933,85336,11/11/2023,7,30.00,South Africa,Clothing,Hoodie,0,Paypal,4
1093,68953,1/1/1970,5,30.00,Bangladesh,Beauty,Moisturizer,7,Cash,4
2938,31845,1/1/1970,3,10.00,Bangladesh,Books,Magazine,0,Cash,4
3846,35603,5/21/2024,5,10.00,Pakistan,Electronics,Laptop,7,Credit Card,5
2829,34869,6/11/2023,3,20.50,Russia,Clothing,Cap,7,Credit Card,3
5436,34898,1/1/1970,5,80.00,Sri Lanka,Electronics,Laptop,5,Debit Card,5
4094,33745,9/28/2022,1,40.00,Brazil,Toys,Doll,10,Paypal,3
7346,33378,1/12/2023,2,50.00,Japan,Books,Magazine,15,Paypal,2
1644,38074,4/10/2022,7,10.00,China,Home & Kitchen,Vacuum Cleaner,10,Credit Card,3
3765,34193,1/1/1970,4,50.00,Malaysia,Toys,Board Game,5,Cash,5
1200,38306,1/13/2022,7,10.00,Indonesia,Electronics,Mobile Phone,10,Cash,2
1708,64209,2/28/2022,5,10.00,Bangladesh,Electronics,Mobile Phone,5,Paypal,2
4573,69304,1/1/1970,3,20.50,Spain,Books,Magazine,10,Paypal,3
1303,37366,10/3/2024,3,20.50,China,Toys,Doll,10,Debit Card,4
2632,33357,7/2/2023,2,99.99,Bangladesh,Electronics,Smart Watch,7,Credit Card,4
1685,66423,3/16/2022,1,10.00,Germany,Toys,Doll,7,Credit Card,1
1500,39444,12/18/2023,3,20.50,Italy,Toys,Toy Car,15,Credit Card,5
4194,39770,4/17/2024,4,40.00,Nepal,Clothing,T-Shirt,10,Paypal,1
4935,80122,5/23/2024,3,99.99,South Africa,Toys,Action Figure,0,Paypal,3
7346,32390,1/1/1970,7,50.00,Canada,Clothing,Jacket,5,Credit Card,2
1911,39186,3/2/2023,2,50.00,India,Electronics,Power Bank,10,Credit Card,3
1769,84283,1/1/1970,4,10.00,Nigeria,Books,Novel,5,Credit Card,1
2930,65904,1/20/2022,4,70.00,Sri Lanka,Toys,Puzzle,0,Cash,3
4421,32870,1/1/1970,4,99.99,Pakistan,Books,Novel,7,Debit Card,1
1855,76346,1/1/1970,4,35.00,Nigeria,Books,Textbook,7,Debit Card,3
1710,57913,8/31/2023,5,10.00,France,Books,Textbook,7,Cash,5
1202,74650,2/11/2022,2,99.99,USA,Clothing,Hoodie,0,Credit Card,2
9372,58316,1/1/1970,3,50.00,China,Electronics,Power Bank,7,Paypal,4
1284,32442,2/8/2022,5,40.00,Italy,Clothing,Jeans,0,Credit Card,2
1983,34592,1/1/1970,5,10.00,Nepal,Clothing,T-Shirt,5,Cash,1
9372,61555,3/12/2023,7,20.50,Sri Lanka,Clothing,T-Shirt,10,Cash,2
8346,52838,1/1/1970,3,99.99,France,Sports,Tennis Racket,5,Credit Card,4
1706,71362,1/1/1970,1,20.50,Nepal,Beauty,Face Wash,10,Debit Card,5
4021,74610,8/31/2022,2,10.00,Nigeria,Electronics,Headphones,15,Credit Card,4
2586,34181,7/2/2022,5,50.00,Canada,Clothing,Jeans,10,Debit Card,1
1093,80053,5/20/2022,1,35.00,Australia,Toys,Board Game,10,Cash,2
4502,39548,7/21/2023,2,99.99,Nigeria,Books,Magazine,15,Paypal,3
7346,87975,1/1/1970,5,80.00,Pakistan,Electronics,Smart Watch,15,Credit Card,1
1590,38412,6/28/2023,1,50.00,USA,Sports,Yoga Mat,7,Credit Card,1
1344,31260,1/1/1970,2,20.50,Japan,Toys,Toy Car,5,Paypal,2
1241,34030,1/1/1970,1,50.00,Spain,Beauty,Hair Oil,7,Credit Card,3
5436,77911,1/1/1970,4,70.00,USA,Toys,Action Figure,7,Cash,1
3846,31669,2/22/2022,5,35.00,France,Electronics,Power Bank,7,Credit Card,3
1566,32860,1/1/1970,7,40.00,China,Electronics,Power Bank,7,Debit Card,1
3743,68162,10/1/2022,3,35.00,Saudi Arabia,Toys,Puzzle,15,Paypal,5
1945,38405,1/1/1970,4,80.00,Malaysia,Beauty,Face Wash,0,Debit Card,4
4925,60798,1/1/1970,4,20.50,Germany,Electronics,Mobile Phone,15,Debit Card,3
1798,38764,10/28/2022,7,10.00,Spain,Clothing,Cap,7,Credit Card,3
1954,37745,1/1/1970,1,70.00,Sri Lanka,Clothing,T-Shirt,10,Paypal,5
1411,58647,4/1/2023,7,99.99,Australia,Toys,Board Game,15,Cash,3
1270,39770,10/19/2022,2,35.00,France,Books,Novel,7,Debit Card,2
9274,74226,1/1/1970,1,35.00,Malaysia,Clothing,T-Shirt,0,Cash,3
3185,37628,6/16/2022,4,99.99,Spain,Clothing,Jacket,10,Debit Card,1
9274,33409,10/25/2023,5,35.00,Malaysia,Toys,Board Game,0,Paypal,1
2645,79227,1/26/2022,1,35.00,India,Clothing,Cap,7,Debit Card,5
1801,85285,1/1/1970,7,70.00,Turkey,Beauty,Perfume,5,Paypal,3
2478,37056,11/14/2023,5,10.00,Pakistan,Beauty,Hair Oil,10,Cash,3
3743,38249,3/31/2022,7,99.99,Pakistan,Home & Kitchen,Pan Set,7,Paypal,5
1352,38776,5/9/2023,5,99.99,Nigeria,Sports,Cricket Bat,15,Credit Card,1
1827,58973,7/24/2023,4,20.50,Japan,Sports,Tennis Racket,7,Paypal,1
1672,80372,8/11/2022,7,99.99,Germany,Books,Notebook,10,Cash,2
8346,61755,11/13/2023,1,30.00,UK,Books,Comics,10,Paypal,1
1093,32959,1/1/1970,5,50.00,Indonesia,Beauty,Lipstick,7,Credit Card,2
1572,58879,5/30/2022,5,10.00,China,Home & Kitchen,Microwave,10,Paypal,2
1178,62701,1/1/1970,3,35.00,Pakistan,Home & Kitchen,Mixer,5,Cash,3
9372,32570,3/12/2023,7,40.00,Pakistan,Books,Notebook,5,Credit Card,3
1419,82989,1/1/1970,4,35.00,Bangladesh,Home & Kitchen,Pan Set,7,Credit Card,2
2632,55006,1/4/2024,5,80.00,Brazil,Beauty,Hair Oil,10,Cash,3
4573,61285,1/1/1970,7,50.00,UK,Home & Kitchen,Microwave,5,Debit Card,1
1513,55151,11/11/2022,7,20.50,Pakistan,Toys,Puzzle,15,Paypal,1
3103,32948,7/11/2023,1,80.00,USA,Clothing,T-Shirt,10,Credit Card,5
4691,73038,8/25/2023,5,20.50,Indonesia,Electronics,Mobile Phone,10,Cash,3
3984,83089,1/1/1970,5,99.99,Russia,Home & Kitchen,Microwave,0,Credit Card,2
1104,34506,2/12/2024,3,20.50,Malaysia,Toys,Puzzle,7,Debit Card,4
2554,34728,12/30/2022,2,30.00,Russia,Toys,Action Figure,10,Credit Card,4
5436,86512,2/20/2024,2,50.00,Brazil,Electronics,Power Bank,0,Paypal,3
1093,37672,12/5/2023,7,35.00,Canada,Sports,Yoga Mat,0,Paypal,5
4573,78708,5/19/2023,1,70.00,Germany,Home & Kitchen,Microwave,15,Paypal,5
2632,63124,8/3/2022,3,20.50,Italy,Beauty,Face Wash,7,Paypal,3
1920,36834,1/1/1970,5,35.00,Bangladesh,Books,Magazine,15,Paypal,5
1093,82589,4/21/2022,3,50.00,UK,Home & Kitchen,Microwave,7,Credit Card,1
1719,33502,1/1/1970,5,10.00,Bangladesh,Electronics,Smart Watch,0,Credit Card,5
3743,39032,1/1/1970,3,50.00,UAE,Books,Magazine,7,Cash,1
1093,79003,1/28/2023,4,10.00,France,Books,Novel,7,Cash,4
8346,39037,11/16/2022,4,20.50,South Africa,Clothing,Hoodie,5,Credit Card,1
5436,68640,1/22/2023,4,99.99,Nigeria,Sports,Tennis Racket,0,Debit Card,1
1883,72364,8/21/2023,5,80.00,Saudi Arabia,Home & Kitchen,Toaster,10,Paypal,3
2278,54292,10/26/2023,2,20.50,France,Electronics,Laptop,0,Credit Card,3
8346,31334,1/1/1970,5,40.00,Pakistan,Electronics,Smart Watch,10,Paypal,5
1202,36504,1/1/1970,5,10.00,Pakistan,Sports,Tennis Racket,7,Cash,2
3035,34507,7/26/2022,3,50.00,India,Beauty,Lipstick,10,Credit Card,4
1964,36518,5/4/2022,5,70.00,Nigeria,Books,Textbook,7,Paypal,4
1409,38092,10/30/2023,3,10.00,Italy,Clothing,Jacket,15,Cash,5
1119,34056,7/15/2023,3,70.00,Nepal,Beauty,Moisturizer,7,Paypal,3
1544,53924,5/23/2024,3,99.99,Spain,Toys,Board Game,5,Debit Card,2
2305,37757,2/25/2023,5,50.00,Sri Lanka,Toys,Doll,5,Cash,4
1614,36087,4/27/2022,4,20.50,South Africa,Beauty,Perfume,15,Paypal,4
9274,86091,1/1/1970,2,35.00,Brazil,Electronics,Laptop,0,Credit Card,4
5436,55918,6/6/2024,5,35.00,UK,Electronics,Headphones,7,Cash,1
3033,33003,9/15/2022,5,99.99,Nigeria,Beauty,Hair Oil,7,Paypal,3
1437,38200,5/28/2022,4,20.50,Nigeria,Toys,Puzzle,0,Paypal,5
2945,33374,3/10/2023,3,99.99,Malaysia,Home & Kitchen,Mixer,10,Cash,1
3712,35144,1/28/2024,1,70.00,Sri Lanka,Toys,Board Game,7,Cash,1
3846,37438,8/31/2022,5,80.00,USA,Toys,Action Figure,5,Cash,2
1931,31555,11/21/2022,4,30.00,Pakistan,Books,Textbook,15,Paypal,1
4762,60508,6/16/2024,3,50.00,Italy,Sports,Tennis Racket,7,Cash,5
1756,62041,2/20/2024,5,10.00,Turkey,Home & Kitchen,Pan Set,5,Cash,3
1830,37722,9/13/2022,1,20.50,Brazil,Beauty,Face Wash,7,Debit Card,3
2154,77164,3/29/2024,7,35.00,Turkey,Clothing,Cap,7,Debit Card,1
5436,62993,4/10/2023,3,99.99,Turkey,Electronics,Power Bank,7,Paypal,5
4879,39615,6/24/2022,1,35.00,Nepal,Home & Kitchen,Microwave,15,Credit Card,2
3743,82385,4/12/2024,2,80.00,Canada,Toys,Puzzle,7,Debit Card,5
4245,69018,1/1/1970,4,20.50,Spain,Home & Kitchen,Microwave,5,Cash,5
9274,34476,1/1/1970,1,10.00,Italy,Toys,Toy Car,7,Credit Card,3
1093,73219,2/23/2022,5,10.00,Mexico,Electronics,Mobile Phone,7,Paypal,3
4573,39253,2/12/2022,2,99.99,Spain,Sports,Tennis Racket,5,Credit Card,3
1478,39179,1/1/1970,4,20.50,Saudi Arabia,Toys,Board Game,15,Cash,3
9274,33478,3/23/2023,5,35.00,Canada,Beauty,Lipstick,5,Credit Card,2
7346,57603,6/17/2022,4,35.00,Saudi Arabia,Clothing,T-Shirt,7,Credit Card,4
4550,72911,1/8/2024,1,70.00,France,Sports,Gym Gloves,5,Cash,1
1104,33958,6/8/2022,5,99.99,Australia,Home & Kitchen,Vacuum Cleaner,15,Credit Card,3
1482,56951,5/5/2022,3,30.00,USA,Electronics,Headphones,15,Paypal,4
1144,79694,6/1/2022,5,80.00,India,Toys,Doll,7,Cash,3
8346,37534,7/15/2023,5,10.00,Australia,Books,Novel,15,Credit Card,1
1391,32975,3/9/2024,2,50.00,China,Books,Textbook,15,Cash,5
1476,39021,4/9/2022,3,70.00,Brazil,Beauty,Perfume,10,Cash,5
2508,78449,10/4/2024,3,50.00,Mexico,Sports,Football,10,Paypal,2
3651,38671,7/10/2023,4,99.99,China,Clothing,Jeans,15,Cash,2
1402,53127,1/1/1970,7,20.50,UK,Clothing,Jacket,7,Paypal,4
7346,66702,6/8/2023,3,40.00,Indonesia,Electronics,Smart Watch,7,Paypal,2
1526,36143,1/1/1970,7,50.00,Spain,Books,Textbook,7,Cash,3
3743,56968,3/22/2022,2,20.50,Turkey,Books,Textbook,0,Credit Card,2
1773,38974,1/1/1970,4,40.00,Bangladesh,Toys,Toy Car,10,Paypal,4
1781,62335,1/15/2022,2,20.50,Sri Lanka,Home & Kitchen,Mixer,5,Debit Card,4
4152,81063,5/11/2022,2,10.00,France,Books,Magazine,5,Paypal,4
4573,87318,8/23/2023,5,50.00,Pakistan,Sports,Football,0,Paypal,4
3846,38987,9/3/2023,7,99.99,Mexico,Books,Comics,7,Cash,2
8346,87775,3/4/2022,2,70.00,Sri Lanka,Books,Comics,15,Paypal,1
3857,60573,4/5/2023,7,35.00,Saudi Arabia,Sports,Yoga Mat,15,Debit Card,5
1962,33148,1/1/1970,3,35.00,Malaysia,Clothing,Cap,15,Paypal,2
4976,63579,1/1/1970,7,50.00,Brazil,Toys,Doll,5,Debit Card,2
